School Name,Program Code,Program Name,Fellowships,fellowship hours,other awards,other award hours,stipends,stipend hours,tuition scholarships
Arts & Sciences,PH4215,History,"9,150.00 ",,,,,,
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4215,History,,,,,"9,150.00 ",15,
Arts & Sciences,PH6947,Molecular and Cellular Biology,"2,000.00 ",,215.00 ,,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,MS2111,Plant Biology,,,215.00 ,,975.00 ,5,"3,119.00 "
Arts & Sciences,PH4215,History,"9,150.00 ",,,,,,
Arts & Sciences,MS4239,Geography,,,215.00 ,,"6,600.00 ",15,"4,094.00 "
Arts & Sciences,MS3101,Mathematics,,,215.00 ,,"8,440.00 ",15,"4,094.00 "
Arts & Sciences,MS3101,Mathematics,,,224.00 ,,"8,440.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,215.00 ,,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,215.00 ,,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,MS2517,Biological Sciences,,,215.00 ,,"6,012.00 ",15,"4,094.00 "
Arts & Sciences,MS2517,Biological Sciences,,,215.00 ,,"6,012.00 ",15,"4,094.00 "
Arts & Sciences,MA4215,History,,,215.00 ,,"7,000.00 ",15,"4,094.00 "
Arts & Sciences,PH6947,Molecular and Cellular Biology,,,215.00 ,,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,MA5241,Philosophy,,,215.00 ,,"6,500.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,,,"11,622.00 ",20,
Arts & Sciences,MA4416,"Law, Justice & Culture",,,,,"6,000.00 ",20,
Arts & Sciences,PH3101,Mathematics,,,,,"1,100.00 ",3,
Arts & Sciences,MA5229,Spanish,,,215.00 ,,"6,550.00 ",15,"4,094.00 "
Arts & Sciences,MS3101,Mathematics,,,215.00 ,,"8,440.00 ",15,"4,094.00 "
Arts & Sciences,MA5293,Applied Linguistics,,,215.00 ,,975.00 ,5,"3,119.00 "
Arts & Sciences,MA4201,Political Science,,,215.00 ,,975.00 ,5,"3,119.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",10,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,215.00 ,,"10,984.00 ",15,"4,094.00 "
Arts & Sciences,MS2517,Biological Sciences,,,215.00 ,,"6,012.00 ",15,"4,094.00 "
Arts & Sciences,MA5229,Spanish,,,215.00 ,,"6,550.00 ",15,"4,094.00 "
Arts & Sciences,MS2517,Biological Sciences,,,215.00 ,,"6,012.00 ",15,"4,094.00 "
Arts & Sciences,MS3311,Chemistry,,,215.00 ,,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH6947,Molecular and Cellular Biology,,,224.00 ,,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,MA4231,Geography,,,215.00 ,,975.00 ,5,"3,119.00 "
Arts & Sciences,MA5229,Spanish,,,215.00 ,,"6,550.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,,,"11,600.00 ",20,
Arts & Sciences,PH3331,Physics,,,224.00 ,,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,MS4239,Geography,,,215.00 ,,"8,197.00 ",15,"4,094.00 "
Arts & Sciences,PH4106,Indust/Organiz Psychology,"8,500.00 ",,543.00 ,,,,
Arts & Sciences,MA4215,History,,,215.00 ,,"7,000.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,,,"8,909.00 ",15,
Arts & Sciences,PH3331,Physics,,,,,"9,801.00 ",15,
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH4215,History,,,,,"9,150.00 ",15,
Arts & Sciences,PH3331,Physics,,,,,"9,801.00 ",15,
Arts & Sciences,PH3311,Chemistry,,,,,"9,600.00 ",20,
Arts & Sciences,PH3311,Chemistry,,,215.00 ,,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,MA4251,Sociology,,,215.00 ,,"5,144.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,MS4239,Geography,,,"4,211.00 ",,"6,600.00 ",15,"4,094.00 "
Arts & Sciences,MA4215,History,,,215.00 ,,"7,000.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,MS3311,Chemistry,,,215.00 ,,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,MA4215,History,,,215.00 ,,"7,000.00 ",15,"4,094.00 "
Arts & Sciences,MS3101,Mathematics,,,215.00 ,,"8,440.00 ",15,"4,094.00 "
Arts & Sciences,MS3101,Mathematics,,,215.00 ,,"8,440.00 ",15,"4,094.00 "
Arts & Sciences,MA4251,Sociology,,,215.00 ,,"5,144.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,,,"7,750.00 ",20,
Arts & Sciences,MS2517,Biological Sciences,,,215.00 ,,"6,533.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,"2,000.00 ",,"4,211.00 ",,"8,909.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,"10,000.00 ",,,,,,
Arts & Sciences,PH2517,Biological Sciences,,,,,"7,621.00 ",15,
Arts & Sciences,PH2111,Plant Biology,,,"4,211.00 ",,"14,484.00 ",15,"4,094.00 "
Arts & Sciences,PH6947,Molecular and Cellular Biology,,,"4,211.00 ",,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH4215,History,"9,150.00 ",,,,,,
Arts & Sciences,MA5231,English,,,215.00 ,,"7,000.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,215.00 ,,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH4215,History,,,215.00 ,,"9,150.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,"10,000.00 ",,,,,,
Arts & Sciences,MS4103,Experimental Psychology,,,215.00 ,,"6,440.00 ",20,"4,094.00 "
Arts & Sciences,PH4215,History,"9,150.00 ",,,,,,
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH4215,History,"9,150.00 ",,,,,,
Arts & Sciences,PH6949,Molecular and Cellular Biology,,,,,"8,484.00 ",15,
Arts & Sciences,MZ4224,Financial Economics,,,224.00 ,,975.00 ,5,"3,119.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,,,"11,622.00 ",20,
Arts & Sciences,PH3331,Physics,"10,000.00 ",,,,,,
Arts & Sciences,MA4221,Economics,,,215.00 ,,"5,500.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,215.00 ,,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,MA4201,Political Science,,,215.00 ,,"5,145.00 ",20,"4,094.00 "
Arts & Sciences,PH4215,History,,,"4,211.00 ",,"9,150.00 ",15,"4,094.00 "
Arts & Sciences,MA4201,Political Science,,,215.00 ,,975.00 ,5,"3,119.00 "
Arts & Sciences,MA4201,Political Science,,,215.00 ,,975.00 ,5,"3,119.00 "
Arts & Sciences,MA5293,Applied Linguistics,,,215.00 ,,975.00 ,5,"3,119.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,215.00 ,,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,MA4251,Sociology,,,215.00 ,,"5,144.00 ",15,"4,094.00 "
Arts & Sciences,MS3111,Mathematics,,,215.00 ,,"8,440.00 ",15,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"11,333.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,"8,576.00 ",,"4,754.00 ",,,,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"11,333.00 ",15,"4,094.00 "
Arts & Sciences,MS3321,Geological Sciences,,,"4,211.00 ",,"7,250.00 ",20,"4,094.00 "
Arts & Sciences,MS2517,Biological Sciences,,,215.00 ,,"6,012.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,MA4251,Sociology,,,215.00 ,,"5,144.00 ",15,"4,094.00 "
Arts & Sciences,MA4201,Political Science,,,215.00 ,,"5,145.00 ",20,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4106,Indust/Organiz Psychology,"8,500.00 ",,758.00 ,,,,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"10,000.00 ",15,"4,094.00 "
Arts & Sciences,MA5231,English,,,215.00 ,,"7,000.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"8,425.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"11,333.00 ",15,"4,094.00 "
Arts & Sciences,PH4106,Indust/Organiz Psychology,,,215.00 ,,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"12,500.00 ",15,"4,094.00 "
Arts & Sciences,PH6949,Molecular and Cellular Biology,,,"4,211.00 ",,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"8,425.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"10,000.00 ",20,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,224.00 ,,"7,936.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH4215,History,,,215.00 ,,"9,150.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"8,425.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,215.00 ,,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,"4,211.00 ",,"8,484.00 ",15,"4,094.00 "
Arts & Sciences,MA5231,English,,,215.00 ,,"7,042.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,598.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,215.00 ,,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,224.00 ,,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,MS3321,Geological Sciences,,,215.00 ,,"7,250.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,215.00 ,,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,MS3321,Geological Sciences,,,215.00 ,,"7,250.00 ",20,"4,094.00 "
Arts & Sciences,MA4231,Geography,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,923.00 ",15,"4,094.00 "
Arts & Sciences,MA4251,Sociology,,,215.00 ,,"5,144.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,215.00 ,,"11,333.00 ",15,"4,094.00 "
Arts & Sciences,PH6947,Molecular and Cellular Biology,,,"4,211.00 ",,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"10,000.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,"2,000.00 ",,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"11,333.00 ",15,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,224.00 ,,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"11,333.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH4106,Indust/Organiz Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH6947,Molecular and Cellular Biology,,,"4,211.00 ",,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,PH5231,English,,,224.00 ,,"8,425.00 ",15,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,"4,211.00 ",,"8,484.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,224.00 ,,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"8,909.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,224.00 ,,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,215.00 ,,"8,909.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,215.00 ,,"9,801.00 ",5,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"8,425.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,215.00 ,,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH4215,History,,,"4,211.00 ",,"9,150.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,MA4231,Geography,,,"4,211.00 ",,"6,600.00 ",15,"4,094.00 "
Arts & Sciences,MA5293,Applied Linguistics,,,"4,211.00 ",,"6,500.00 ",15,"4,094.00 "
Arts & Sciences,MS2111,Plant Biology,,,215.00 ,,"6,965.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"12,600.00 ",20,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,"4,211.00 ",,"8,484.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,215.00 ,,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,MZ4224,Financial Economics,,,"4,624.00 ",,,,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,MA5231,English,,,215.00 ,,"7,000.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"8,425.00 ",15,"4,094.00 "
Arts & Sciences,PH4215,History,"9,150.00 ",,"4,211.00 ",,,,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,"4,211.00 ",,"8,484.00 ",15,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,"8,500.00 ",,543.00 ,,,,
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,215.00 ,,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,,,"9,000.00 ",15,
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"10,000.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"10,000.00 ",15,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"11,333.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,224.00 ,,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,"4,211.00 ",,"8,484.00 ",15,"4,094.00 "
Arts & Sciences,PH2517,Biological Sciences,,,"4,211.00 ",,"7,621.00 ",15,"4,094.00 "
Arts & Sciences,MA5229,Spanish,,,"4,211.00 ",,"6,550.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,"4,211.00 ",,"8,484.00 ",15,"4,094.00 "
Arts & Sciences,PH6947,Molecular and Cellular Biology,850.00 ,,"4,211.00 ",,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"8,425.00 ",15,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,"4,211.00 ",,"8,484.00 ",15,"4,094.00 "
Arts & Sciences,PH6947,Molecular and Cellular Biology,500.00 ,,"4,211.00 ",,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,MS4239,Geography,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,"4,211.00 ",,"8,484.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,MS3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,MS2111,Plant Biology,,,"4,211.00 ",,"6,965.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"8,425.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,MS3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,MZ4224,Financial Economics,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Arts & Sciences,MA4251,Sociology,,,"4,211.00 ",,"5,144.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH4215,History,,,"4,211.00 ",,"9,150.00 ",15,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,MS3111,Mathematics,,,"4,211.00 ",,"8,440.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"8,425.00 ",15,"4,094.00 "
Arts & Sciences,MS3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"10,000.00 ",20,"4,094.00 "
Arts & Sciences,PH3101,Mathematics,,,"4,211.00 ",,"8,540.00 ",15,"4,094.00 "
Arts & Sciences,MS4239,Geography,,,"4,211.00 ",,"6,600.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,MZ4224,Financial Economics,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Arts & Sciences,MZ4224,Financial Economics,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Arts & Sciences,MA4251,Sociology,,,,,"3,858.00 ",15,
Arts & Sciences,MS3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,MZ4224,Financial Economics,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"10,000.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,"4,211.00 ",,"9,175.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,215.00 ,,"10,000.00 ",15,"4,094.00 "
Arts & Sciences,PH5231,English,,,224.00 ,,"8,425.00 ",15,"4,094.00 "
Arts & Sciences,MZ4224,Financial Economics,,,"4,624.00 ",,,,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"9,000.00 ",15,"4,094.00 "
Arts & Sciences,MZ4224,Financial Economics,,,"4,211.00 ",,"7,500.00 ",20,"4,094.00 "
Arts & Sciences,PH3311,Chemistry,,,"4,211.00 ",,"9,600.00 ",20,"4,094.00 "
Arts & Sciences,PH2111,Plant Biology,,,"4,211.00 ",,"8,484.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,MS3101,Mathematics,,,"4,211.00 ",,"8,440.00 ",15,"4,094.00 "
Arts & Sciences,PH4103,Experimental Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,PH4104,Clinical Psychology,,,"4,211.00 ",,"8,500.00 ",15,"4,094.00 "
Arts & Sciences,MA4221,Economics,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Arts & Sciences,PH6949,Molecular and Cellular Biology,,,215.00 ,,"8,484.00 ",15,"4,094.00 "
Arts & Sciences,PH6947,Molecular and Cellular Biology,,,215.00 ,,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,PH6949,Molecular and Cellular Biology,,,"4,211.00 ",,"8,694.00 ",20,"4,094.00 "
Arts & Sciences,MZ4224,Financial Economics,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Arts & Sciences,PH4103,Experimental Psychology,"8,500.00 ",,543.00 ,,,,
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,MS3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,MA4201,Political Science,,,"4,211.00 ",,"5,145.00 ",20,"4,094.00 "
Arts & Sciences,PH3331,Physics,,,"4,211.00 ",,"9,801.00 ",15,"4,094.00 "
Arts & Sciences,MZ4224,Financial Economics,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
