pid,hashid
P100870205,3a03a75eeeb111f51fffc4cd4d5c665a
P100870214,a467882ccddc77feb4e7a779290de5ca
P100870218,d1aad4211b399cdbb12694cbddee0880
P100870226,72e911acfa5ae16a9b7f12307ed1e8f1
P100870230,5f31402c6c45465dba85e2bb7c55778e
P100870238,7e0ad0c63c128d60f4dad87bed654901
P100870242,8f6aeeaa99d1ed608ad2a5171bc3f310
P100870253,e477a256d33d7a6044438e7cbef41351
P100870253,e477a256d33d7a6044438e7cbef41351
P100870281,f0b87fac235791ee63f4bbded2265587
P100870281,f0b87fac235791ee63f4bbded2265587
P100870283,8c7e5fddbd160ba802d0f05fcef3a468
P100870289,1dca01bcddd3663aabf57255dd517250
P100870297,b62a9cdf6501a643129b2d9471353b8b
P100870299,647719dcd34bd40a5cece114a65fa4d6
P100870421,270e16276d53e486860c54275fcfc948
P100870421,270e16276d53e486860c54275fcfc948
P100870424,63a637ec46cf093a06385ac7efd90526
P100870432,b1bc2eff4b1821f11ef1e56db8e113e7
P100870437,4d48646f340f391cbe7a71d5ca672433
P100870617,47039e46243b2add5c0ed9532f4031be
P100870632,00ca0ebac1b12282ed268f666c3acb9c
P100870632,00ca0ebac1b12282ed268f666c3acb9c
P100870647,eace1ed399ba8d8241c6beede2f00e3d
P100870779,3fb4954a428be2971e48d0b6f476b1da
P100870788,69f351de74d4be34e092d870af1a9836
P100870813,846b0e361c6a8aff0e9a9d0127c35224
P100871015,33186653ccbc5d1b58baee8d4c844988
P100871028,c421edb748c594014718010a073b974f
P100871028,c421edb748c594014718010a073b974f
P100871062,ecc53436f1d59a140b652b45bc380fb9
P100871068,102d821107826054c707788d9f388faf
P100871072,b5556b734581399d5193de82793523ce
P100871077,831c7fd474b753543d08f7ef1ad8aacc
P100871199,fff661ca9724d0fd07c7eff3c36f6a76
P100871204,240dd041300b614781b7d39f3d2efaab
P100871213,37e280c78276ea04573b59c8402ff656
P100871217,c00ee9fe7425bf98cba67e7c2aeb0e15
P100871317,4724fc0acb6ec4a4ee4cbbfa910cc790
P100871332,24369c3818a8af956f753c9f289274fc
P100871338,53f7ed57698400c0534d02133f4e238d
P100871537,109992cd81864ce5ba54361e10dc7218
P100871552,37426d6a7fce3109658ec36633eea19b
P100871556,d58927a33992e9f80a71d57f3534ec8d
P100871562,99d69278a2b0344d9f134bb2d2cdf404
P100871565,1aca8021af13282947c2a04a5465fe72
P100871705,47b08a51dec8a5687da58b8f8d336e82
P100872053,0fa1d1846d025547918d4d8434640d12
P100872062,afda68ed41ef0014c57c842c50fd8cb1
P100872070,871f43793e3ec6905357cdfdd47f8ae1
P100872106,455db952bc7cfde28ee9812d5adbb35b
P100872108,b2c19bf8b11c85877b9adb61fe455f86
P100872109,d6091e97434b8e5bd786f3032f892836
P100872116,a621e4b0b5223aeec5b7a100fd07c452
P100872142,ad5f615dd7c87879faab6ecf68674883
P100872145,c49a7188e073046950af27ebee48d6c7
P100872171,13dcc075185e52b988e131898dc17db5
P100872181,5fdf6ea2330f9bc5c1c9ad7c0ae29334
P100872204,17f19ab5379d5e8cb4407784284c5696
P100872205,28a4884330b0091235f2db69d70ac52a
P100872209,40a040df33a0c22ee04d2f39f2ff2dff
P100872238,52b52c0c9e284f0216b848aa8ea2583d
P100872245,636818ee8395377c22f33861a3efca24
P100872247,1b4842ca7bb5e2717c5d1e3e0a81e941
P100872258,86f013f35e77da27f5f36aafd244c738
P100872269,cdb8a7f57d3ff4af791cf661d3e980e8
P100872273,5ad06c950c12096d926c11b1cd5b08f3
P100872291,23a0a1cadda6d35f94554e4101a577bc
P100872298,85a3e82c566db91ddb4c54b3ba0d146d
P100872429,30d3bdd89cd4ad86c27d340377b946a9
P100872436,7c34f9285b0db8201ca67cd69c561d96
P100872576,51ad89bfad8e9e096574af11abb2b82e
P100872585,a61cb7d3612723b941b6deabb2320051
P100872673,eb730b0467edafea2a76994f82717d4b
P100872862,c91c5e16bfd39419457446d63dc9d036
P100872880,b843cd0f414428aef3d01394c7774d8f
P100872922,332822f47b7c35ff8960b4e144d716fc
P100872929,1a22719ae5afcf92c58516b94941aeb7
P100872931,0717be5a5a94cb34f308aed0450ed0cd
P100872954,5bfe3365a22e9c7c225c3d7b63ec5fae
P100872956,053c3984ef1d981efb7301be741b0e06
P100872959,423e10e2ad06b39a39a9f4f24319d2bc
P100873080,3aa6bd61d6a0611de25546e5da1f8b24
P100873082,9f40e99c4b58e4e7df106b9abcab4016
P100873087,34e2ad334f8f06c6f2375b68b3e4481c
P100873090,871d6ed421ccd18a2e703ce5b4743422
P100873108,31792e8268aaf10c0c7acffabde9a4a1
P100873136,b7c0819dc182e3126df3518f6826149c
P100873188,602a2f13230246b4de09e165e5427924
P100873199,7560411dc5be7573a06ef294034ae0c6
P100873201,edc9a5c3c4386746e03775d05a534c97
P100873314,f5c5b40ed8a438a886995cd8a6cfb9ff
P100873331,aefd794ca293687329e2e8f2f8450a93
P100873335,4f47a7bd3a199568e91c8a32c6495ca5
P100873461,ca945202fc2540756bf0d4d6e9f231a9
P100873474,329d5a685548ee14e28e7d97857eb640
P100873496,c7b80df86a6615338e48363d9d8623ab
P100873500,8665f659bd89dc968f97a7993e8c01ce
P100873504,d31c1f918bdd99d65669cf5d2ad26e07
P100873760,cad8b1a672730acd95790cd925d079cd
P100873790,eec8b306718229fadd687ba96e7b4ec0
P100873805,5864bec7fded80957c4a78d725f0ce04
P100873807,9f8796d494062a2adabbe11160ae6720
P100873824,f2be10056246690015be88ab3200df68
P100874044,58d3a403405ad1f6e36fa44df78a6753
P100874079,435d8d1bfbb39731c3b7a68971316bfb
P100874085,6dd82999e10d6e6ac51d2c56d6f575ed
P100874111,6089349925a77919440bf1a3d0b67347
P100874118,d67de9ab07568cd6dde8aed33121e0c4
P100874422,351a1d5efcf03acd842e9a93591e3a19
P100874463,f3b590c0d5d8db49a3b8e286f788f0f8
P100874480,c0e6691ceb1f61e93b3dec4d76b42d9c
P100874480,c0e6691ceb1f61e93b3dec4d76b42d9c
P100874487,6dd2ceae052b80b03f4c77a8da6ad1c5
P100874492,c78cc66f6bdf5195fd1ae7058e5f69f3
P100874496,d2ca435c7ad77887bd2fcdd6a71d2e53
P100874496,d2ca435c7ad77887bd2fcdd6a71d2e53
P100874502,939010a9e220412e6e479f283dbee09f
P100874504,7f46a1af041696eaa657b0444e00bbc8
P100874517,15d382b29271c686be814ff323877544
P100874861,7cb3c8fd033bf073f0d91a5232e36c6f
P100874868,436c8372ac3aa96284873d95685a1b28
P100874880,fd5900ef674b8d6c6922e256a48e4639
P100874899,7b761b14092b48c55d13b91c443a808d
P100874904,ca9b8d3e2a878d24b60d28a8dc9d318c
P100874906,e491e783665b6e5494ebad624cf2df7a
P100874916,5333b6a64bd1f13b180d9c3749b8eb07
P100875056,705ae90518b77e7e8fc92061632be680
P100875144,f5c03a88eba44a2d7f16f73a1acd9fe4
P100875167,36fd91d52833e2218d4d81a00318459c
P100875192,6580ba753b9c88c9dc6fd596a1fccba8
P100875237,e0f83d06a038493829bad77be96a715c
P100875345,f583761fc256d7c9b3c71c541c5011b2
P100875349,661aea04b16e708690b0dd8944163d88
P100875430,72f50bcc18aab6fd0de5d4c89ec5a035
P100875473,100163df5fc8008d5183019ec85347c9
P100875574,bb62e60b910cff5f9b0fff731443d8a4
P100875632,5f74f74ad0b665f1f1ba19bdccf2bd8e
P100875682,4dfe0e88490e0219190d34a9b01ebfdc
P100875698,a6df0c85bfa5d642d225f6f0f3863b86
P100875783,c41ac7df555d744e6a5b3b368b9dd0cc
P100875794,1a6e5b10ce443cdb658f933741fc7d81
P100875808,92b5463532dbac0236aa0839ec762538
P100875811,16ceadc7bafe5eb9776063acd6f80092
P100875816,2a6df18ea7e39cbb81de4d541fc54fde
P100875824,a1e809dbe6cbe6f5c3a11c97d8006e0e
P100875829,f23419cffa914037de6f3c4de2f0a707
P100875851,2c94f2b3f811e2b2935a3def1de0a106
P100875875,317ef1c60995019c8a805c5afbf442cf
P100875890,0af355bce5e60caa0887828b9bf96ab5
P100875998,9b030c879ec253311e2c6d5e741709fe
P100876044,dd04ff81d4a9bdb4440923055bbf25e6
P100876049,766305364fd6f0b1ca255a166932934e
P100876327,afd1b0a6a818617ad248850ebc8f0d28
P100876332,95e0434d357b2d2ee5de5f50c9487729
P100876450,0b20f2534d4e167a457190f74e679171
P100876652,f65d51c49e7b4c3eeae2a3169fb4bfd8
P100876685,835e1ba82563b7cc7405ed29eb8b896e
P100876692,1940a501f4076417531f9b9e4ebf90a2
P100876782,94557ac68384063cfca262ad8d94a11b
P100876914,51047d6e21abb2fd0ef6678be644e3dc
P100877282,87d2428ce30c61858fb001ff01e7c039
P100877486,f8176756e5fe07457b51e805188ea2eb
P100877614,9ddc150246297f58efe8a7f2bc6b659c
P100877766,5135364ba6faf5f99bc6f3bc35afe045
P100878224,f122d9f406fdc33240283ff39b3cf057
P100878260,812ba18d7af40ba49b3793509753776a
P100878603,fb628d0b251cec463befdedfc4af0488
P100878912,74918e8de7b018679312441cab67ab32
P100878980,32806bc50ecf52be3126fe8f4538ab4c
P100879196,968c4ffa7d752a1b4d1d1843af6327b7
P100879563,b37d8cb1b9a9bedc1464e58d853d3c33
P100879639,1b50de6b7494b52327a7fe9ca6284f58
P100879730,f80f01aec6c10073793b0a63a7adbf06
P100880352,a3bf5087ac5bb3ae8bc8dfe577e5752c
P100880599,524b05e6ff75bbba1bcaafc87e3177b1
P100880624,f77b53056ecf1b4fba6642f74a8454bc
P100880737,e12215455a027f9ddd5f334c5c5d3c9b
P100881351,3437eefc6c0ac1ec9457a2d6243e9988
P100881930,87c89f59b48c7f6bcdb433de10b6605e
P100881950,88b75db1f2622e1b7f7a8fcc7c02057f
P100882332,630ebac9f9ed19e37e1a6d7162409e92
P100882388,8dd89160e7cd43a883378422869661b8
P100882978,80879a5cd36cab3eb7b70c82f3812bc4
P100882978,80879a5cd36cab3eb7b70c82f3812bc4
P100882978,80879a5cd36cab3eb7b70c82f3812bc4
P100883021,46d4cd62ca0836c0163485bee9b45d40
P100883451,a642961c1e5f1878c80542f46309cccf
P100884795,7665162c918084017a75ecc5660825c8
P100885040,c0bec925515247a209ff901d14c1b6d3
P100885534,992e8d67ac84a5ba6ab6be5985a1331e
P100885534,992e8d67ac84a5ba6ab6be5985a1331e
P100885534,992e8d67ac84a5ba6ab6be5985a1331e
P100887004,320238aef38fc409794400be26f272d1
P100887400,a6ba419f4c0808b8bc1f3a9549a95866
P100888231,2eae1f99eefba8d0eaf913cac2d9f460
P100888664,238ab552a6f882688d2c2787552a4c9d
P100889618,d6e8ac4bc0ad38b6718bc47e5c6b9f7c
P100889774,8ee9c8cc5800fcbb921b8f22de61208d
P100891096,6e5f89537e101e8feaa3830e56f35cbb
P100893517,721ed07f03ca360d51a5ba4b75766f25
P100893884,1a192903fc21bf8a3591d81891dd647c
P100893895,0b7841207dda57b68338b15471e78918
P100895878,2631062fd623ac13fdbe90c61f54a76b
P100895901,a558447a67ec5ea15d3eb46736f36998
P100897377,ba8b351e96daf3e9b287dc3c161ff900
P100897389,58bc78be5ea84727d7e8951b3fe63751
P100897389,58bc78be5ea84727d7e8951b3fe63751
P100897389,58bc78be5ea84727d7e8951b3fe63751
P100897389,58bc78be5ea84727d7e8951b3fe63751
P100897389,58bc78be5ea84727d7e8951b3fe63751
P100897389,58bc78be5ea84727d7e8951b3fe63751
P100897954,632e3a14c74fe731f180f017c3a2ff76
P100897992,7feb9f1ffc80549d159fabdf25a04dbd
P100898016,d5e545a3c29111f219bf7c349fc5dc8d
P100898027,ca767c8c396087fc429fca702cf4eff0
P100898795,23b5feb90864cb43172b7b012f370e0e
P100899300,546744dce240429331fd19ae7f97eb79
P100900168,48c6030452526a833afc5dd52d88e8eb
P100900234,ee7c7567f937863af6e19f9077159b37
P100900286,3c67128be889762ca383fb1e6e5f9eac
P100900933,fd49363c07ae9e895e0fb61fd9510c73
P100901567,4f87e00a46cd8ff1731604695f21092a
P100902223,5e9637ea1eceb5ccd8db50d00bdb2a3a
P100902292,2dc43984bf9ab81ba40f96cf97ff8697
P100902304,ae662e90e4a8582432f0f4827125457e
P100902304,ae662e90e4a8582432f0f4827125457e
P100902304,ae662e90e4a8582432f0f4827125457e
P100902317,fad15c199034bfde3e99a1adab3a0adf
P100902692,732e89fcf9f9b52ca109608bb4db8adb
P100902695,efb6ed33973aed36aa31488bf92a9f3f
P100902695,efb6ed33973aed36aa31488bf92a9f3f
P100902701,56145246e1d75bed8b5bb96c01cfbed4
P100902705,d6af9c14ffb0733913be11c20817b1a2
P100903950,a0a94d799379922252776b4fe75409cf
P100903967,3a4d273b8d02165940574834e5e42854
P100904044,860063104dd310885dc79fbf642f990f
P100904066,482d4641393582080b228b865e1ccafc
P100904075,4dd5a60437a7bf050fe9cfa2f3966629
P100904083,b12cad1cb929739822a672a2e560754a
P100904574,c2044cc477473f5d1c148675faa53069
P100904574,c2044cc477473f5d1c148675faa53069
P100904595,49113186a09b6149f7a03f9012e4cbf7
P100905174,64220b7eca5e973aa9bdc379319e7a1b
P100905174,64220b7eca5e973aa9bdc379319e7a1b
P100905203,80a175f46fe963a7999cb714eea72ef4
P100905222,3c34a895f8afdea371a34481d58b24ac
P100906110,072b9b24c9a6fa761ba17ed177c2cb0a
P100906118,ac67bff3d983151d6f2798c796821b28
P100906118,ac67bff3d983151d6f2798c796821b28
P100906149,5f343b38675c26d8f1ac99ff7623d517
P100907573,4ae037d8eaef3b1c8a1f019deff13318
P100907578,59ecdbbf454e89f6592e0c04a2d4a276
P100907595,0b7ee3848c158e8928ce9041a59fe2ea
P100907625,338f62066eb35208958740931586dc2c
P100907638,bc685a5a3a3bbd1499cebd59baf6efbb
P100907684,be9558be32a7a1de3ccb68bf1fa62787
P100908962,fe62613d56bbcd9600bb9364b36e1a88
P100909007,97e61eeeef8cafbcf1fc8d2eff2cfbf1
P100909021,a8e73e1ffae94e5385da644f87192a46
P100909036,520d0241bc2c1f4bdac5560134a3b84d
P100909065,b6cd75a4c8644fb13431e1a8c780ba4b
P100909065,b6cd75a4c8644fb13431e1a8c780ba4b
P100909068,8eaa5768450600dc552028ca8e0cb12b
P100909068,8eaa5768450600dc552028ca8e0cb12b
P100909080,d39883669e7c93e4e811b590215f8d2f
P100909088,70ff89e969cc8e768dc32e6ac3bd3d67
P100909094,e605f81978cb1a6ef48fdd630931ed4f
P100909299,9c6bc262c51dff0266d10b3915f00582
P100909314,29601565911df10f1d24d1f0abbc49e2
P100909347,e425c9d4810c29ece1013f590b4f5442
P100909470,f2092bd8572bec28a717d83bd1e3d110
P100909470,f2092bd8572bec28a717d83bd1e3d110
P100909529,e2f87fe1782f19e3be7041e62b3a5159
P100909790,65253c55695f5edc326ea184ca1eec17
P100909818,578c3df0e4a2831c87b4d3f1470dfd5b
P100909974,bcf40e75ef47b6129dfa7e04247bbe13
P100909974,bcf40e75ef47b6129dfa7e04247bbe13
P100909977,07a681b3794077db44156abd47e07271
P100910023,8382df7181e9ac7464ff7bdaca4154a0
P100910230,ac3f05a0ced733976f1fff7a577b7181
P100910354,4841d98e18e8a979f154cb3041b9609a
P100910364,086ebfe72ae526c38be4fc1f9cb2c76e
P100910382,5f6e415f50ae66c39d1e00f9ac8a5822
P100910583,bd42a39cae490a28dcd68287a5d23fa7
P100910588,86c069986846b530c7bd6cd0354ed19b
P100910588,86c069986846b530c7bd6cd0354ed19b
P100910604,b08552160a52ec51a8f54a6f081f55ea
P100910607,edc0b474f400061e41c9d9afae01a2fb
P100910743,cfac23140cc33a1242d66fdcc9afbde3
P100910751,30bb4fc9f0ccb84fff88297c08dc225b
P100910759,5a9efff9404750efdce22a8096aa90b3
P100910774,b83bde1544d1155914043deff362bde7
P100910774,b83bde1544d1155914043deff362bde7
P100911030,5db77b7537c13e12deb96c332bd6e70b
P100911079,651689001bcdbca8d6636a7eb6d09094
P100911106,c9ba3929203d4ffb5862e84198f95298
P100911158,3f1665356f17fafbd9219481046cec6c
P100911187,7bf226a64ec5f5e5cef823b4159da298
P100911206,d76c54b569bec12d9697bedb59b120a4
P100911216,1f0120b9a9158452b3821136dde071e7
P100911261,af6cc8a9dd24b3703a10c342394680a5
P100911275,d2a35014a4df632e6cb5fbec8db67d93
P100911301,d713b1ef8f3fc09ef0956856b9269c5c
P100911920,2c9e241869d9ad5ef1b4160666b19b58
P100911920,2c9e241869d9ad5ef1b4160666b19b58
P100911935,eec7dd99eeb8370e97e3f89fb64d7dbf
P100911965,95a5b48dc493044f720f3642d96e3495
P100911977,39ef1df5b6d3ca3b18d3b9ce96899eba
P100911984,38ddcea5860d962ff974881d29ee232b
P100912004,5513437e000bc807583a3c9e6d22e419
P100912009,9d40a43350b957f83dc5753023c2af90
P100912011,95729ed8911df12712cd0df64bb24ecf
P100912019,64d44444d9322a9b28639fe2cbfffbd6
P100912021,d88cbc7fd586874442f0da4fe9c93b5c
P100912037,76c5d75b6e89b693aae0a99cb49c5ee3
P100912038,2f5e45a5c2fee6d66b142e9b7cb1bf09
P100912060,65c4cf9c053716d262211e712f88fa3d
P100912065,14ac241e51e8398368e376c1d69114bd
P100912074,c3e0711a57e1709c1bf5e3a83960b6a6
P100912080,ecc5e2ea364b34c6ed1690361f164783
P100912086,b0c373db9b565340aa592d08fc9bb5b0
P100912091,994d3efa72cc99957e1e84cb48957150
P100912096,42d6f153417deb0e887d0d2f7dd6159e
P100912107,3722d0f4defa670b3a7ca291ced6325b
P100912107,3722d0f4defa670b3a7ca291ced6325b
P100912115,4f8c3de71d67011bf921ac4806737d1c
P100912129,9b4d67788e89321f36f8b1d8ccf1b123
P100912141,bc7cdb07bf82c699ecb245b696b860f1
P100912151,b3921d31400cceb5ddb5310a339591f5
P100912176,53667df931dfb3aaa576ddb08a1e3b43
P100912181,e713f07b41ae0eed977f33eb8de83d66
P100912201,ae96cd9e59b1b208cd076dd18f40d4ef
P100912238,eb6dbdc595234fb737f3066d286484e9
P100912245,5bc210c4f1b2d9c4af8ad02208c84171
P100912278,84d6a69daae5fee0be78b4daa2b1a89e
P100912433,6790684559ea3a3c8302ab47956a5444
P100912436,7ceb0a2d74cabd1a53b040c6aee83695
P100912473,df856a30ddc0a0c3d9721bd545107404
P100912497,ec63a402f401b656f37e5756cf8a3453
P100912515,52510a0ac8be167e03ab6e3674b9ed74
P100912550,a1229e93b38dd13386a55a95a709c74e
P100912552,9addd3b0037d108cef217c3ad2e12090
P100912720,f67b44fc2ccf12332a154e3c04fda388
P100912756,764b164eb1dd75099ec16751208a55b3
P100912766,a5d5ab1b9c4da084a0b5c1602d22af0a
P100912788,8db0ccf44256ad7bb9aa0c8486b5acec
P100912803,cbfeda7a2ab41c007fac0a45b7da0ee7
P100912808,37dd4c24b4e5d3400329e72e95465381
P100912810,616610c02d742091073ba3a57c80873d
P100912818,9764b1c123019d422c26dd15d8c7e867
P100912826,e8a3efacc7f040405e6f045d4b81092c
P100912827,82ca00ef81d672dc07d4e4f7228534f7
P100912851,332efadd688199e54812a9e21398230e
P100912864,d6a7a10daaef921221ede83521c009b7
P100912867,eb48f4be43901b2a3e7089d40501e575
P100912869,a5165f2d5eafeeceaa574a67700a302c
P100912871,68a3a9357ca1708b74902a2d8ac6a411
P100912871,68a3a9357ca1708b74902a2d8ac6a411
P100912872,aa8b92e282d01db1b87f7f2ebd1967e1
P100912970,cb33faaeef177449b24eaf0ec3912953
P100912973,cee55138428478131ddb41e7b9412974
P100912973,cee55138428478131ddb41e7b9412974
P100913046,90548a512ec57c81cb6a11c851262c34
P100913046,90548a512ec57c81cb6a11c851262c34
P100913115,ab4b4b52278fbeefe8d43f4b87bd0ba7
P100913119,6aace7de22a01b6c018b2c549fa4a97d
P100913120,8ad933ef11c08b58f7c1589cb912df26
P100913127,12176d6185ff32b5bda931615471da13
P100913130,63c5b57f102d3a1c47b028cc9398416e
P100913147,df0eac9d96b1add06e6d2c8da402de08
P100913175,c0ab69736c364ad20a57d15618f90c3c
P100913232,42828e7cc376e8d873f0aaa856f4783a
P100913247,674b77693be684bd3ffeda506d2ea139
P100913299,e11e0fcd1e23977fee12078758cf7a5b
P100913368,60877553a5a619b7864bf7dfc2ab9d68
P100913384,6a9a639b7afba77b96e97b799f4446ae
P100913393,674e5692faf6a8e48d78eff77e17ea2c
P100913788,630fadc6d5058f1feda91b79e51ca89e
P100913816,5eb43045c100f46a754560a3f55a2777
P100913839,aea796cebf72e697205536802015cd0e
P100913848,aba0c5c8ae538d22ad2e10c5776eaa26
P100913849,945c62b7d31d1b51d341d6ecfe9c265b
P100913858,231c21bdc7db1f20dfd8ac91e1183217
P100913864,be96db34ff89a654848ec970ba707a0c
P100913876,28d6a5d28bebd9eb67193749073c88ae
P100913883,d65b88c53f425ded2f14a6944bfabcfc
P100913898,3cb80d192a4a49c8cdcb91e30493be63
P100913899,512f63c7689bcf10c38d0db968c37f82
P100913900,74faaf521936797cda40d5754427f863
P100913900,74faaf521936797cda40d5754427f863
P100913907,91b263869c1f1383534884b2dfc5b0f9
P100913917,6d0acc6af9f67b022e36268597e3077d
P100913941,b2dfddaf9bd92dba5e77d875bfed0c4b
P100913946,08571434744c82a7eb66fec3fae65eac
P100913981,7f25aaa8beeeea3a39bdbdedad2f37d2
P100913990,5032ef102a67717ea65bf4f4fc3ef255
P100913995,7f675fa4becbef937df9a3b0f0277791
P100914001,685ad02923ff9496fb76093bf8962be4
P100914008,0cfe59dbefbe48237034581ff9167960
P100914018,435f0be85512de174ed877d673d414da
P100914113,afb9bd130f48f2d9dcd3156625219be6
P100914140,50351314b8d471902d76a09f23d13fc6
P100914166,16650833525d3b96280b78e83b358c3d
P100914180,a670d362a5af6fc5d2c356431af70952
P100914595,e69e472b725f0c1c94d5dda768c84633
P100914602,4700149d6ecc037e68d13da5b8ca0d26
P100914606,fc271378f5a52d5f745800e483a8794d
P100914619,7a894f8344d02859316cb0455977051b
P100914621,9763dfa690f8a5c9615071cbfd474209
P100914632,71071f9a95ac30b5c449dc0532021d1a
P100914646,1d7ab53d27cb690e379bd0910212529e
P100914663,7be10633b5dd92890925e2b6edd636da
P100914722,fb2e7bdd4555b47172c2f0e7a45542ce
P100914777,94ad3ea2e3654eeef185cd25ece23c23
P100914778,2206c7cf1e65fe6c4afa98a016279ece
P100914782,63598701603df984d75f33907eb4a611
P100914783,d4db2e82aea344d4853f3645b5729999
P100914808,fb9fe5212efcfcdd09a1db9877ce933b
P100914816,81053a38db19e23ad474c12886fea418
P100914885,476efcb94a90dac9a2d32b5f5bb6974a
P100915031,ebd045ed92581b36a6cff7eb8bc73ff1
P100915041,310080706872ad6f4e5921b80b663982
P100915213,6f7b11b3f52645a2268c36d718836373
P100915446,c07e72170d605e476f46b76669f802ab
P100915481,5062b26508b04ffc32fde667e56f7f04
P100915481,5062b26508b04ffc32fde667e56f7f04
P100915516,cf583de74240062d20cbbb3f6be54e0a
P100915529,d6413f66e611e3375437940ee07a3d62
P100915535,09291e140102872d8da1c60a74217cb5
P100915680,b440d382b54fae2f67cb3120a6ed2624
P100915682,b9746c7444313c137e116745e457bbe1
P100915706,1a857e7344fb4b4e808b1962d030b023
P100915973,006a8bec3231e91325b17f1cad97facc
P100915974,4edece2a678b392019da200187dd3335
P100915979,2484a194b34627c4ab1814266c5929bd
P100915983,a1045a92f55a6e71362592baabd3dfb5
P100915988,2a59c9f9b68c9af06c27ab66b4194497
P100916003,fa202073ebda7b651ddf692106f5681e
P100916008,d52381c14d3508c4d28b048ead398356
P100916340,8bc70b73bd95fbd236fa98a5c225a9b0
P100916346,277de595e9c3e48ef3a3965b979da182
P100916347,7db7d65836cb154579838f9bded1094f
P100916350,b4ac68696a6788de8139de48dd879d95
P100916351,52fa8409dee3603ff66372198da2bd33
P100916353,240a9b4d72bcf343f40eafc57d3cc423
P100916356,b1286a04c4d524bf5d56f3883ad241de
P100916358,79abe1cba864f360d51a5f3cc1d4c9cb
P100916359,a102c97280bfacae5fa8876fcdedbcc2
P100916372,3e7197c4a5f7ab981d78445d4d2dd0a3
P100916379,a53fbcd0ef553803006bde0b2075a60c
P100916748,063931247d8fb7655961ef5cd956e696
P100916764,982a258b71eb6d3464e3f3a3ac3250c5
P100916768,7c0a4961c20464e956294bdf78d73cc9
P100916769,ea08532dbf4e4f8ee41e77f551575717
P100916771,e6b597af3a924c9cee3862d71d5a4257
P100916775,05bfdbe33ec1b30065c4d1b751f47ab1
P100916789,8b01cdf82727e73182f5cdce9d3b77d4
P100916962,dd1c275deb284077c9a27a4061b5d345
P100916970,cb0379872efcd22737cf5528c37a8437
P100917015,02d7a8106afd32231b25f61259caa5de
P100917066,f5a1b397a10b4784f9e7dba4045f7dd1
P100917173,e13ec6e3459811799285fd85e3c8a035
P100917175,6932ed11308f5e5eaa52974663a54036
P100917180,d1ab4ef7ff0d89d8a561473a113d1fa1
P100917281,466a5c09d6741706b414f2a0a9b07544
P100917333,c9a5f91ca23419f7760780aa41238722
P100917342,6535ef2fa342289de119ae162dd843ff
P100917347,f13586282dd05bdb354a06289b9e5694
P100917352,e875cadc7542e68e718c1edd50d1d1a0
P100917363,3ea13bebde76407aecbff8db7655b932
P100917377,8717e71557b6a53555c53deeaa98688c
P100917400,f193c5eb7ffd311b40c9e5f37b174c99
P100917409,3b7038df52dad6a7ff673f963a87f967
P100917424,24471d4e98042838d81623aa29440ef0
P100917429,7ed1256fa2f13876593607aab5231bfa
P100917443,71a0adf173de2835ab4f90ae87bcfe0f
P100917466,41d70651c43d0d89a9ed555a7de895d5
P100917478,f8f4fdf5fa2bce6827911997b52ed135
P100917480,435e34752a7db3d12a4e63202a355286
P100917482,6b0860fb605b01b6cba0d7ef24a65fb2
P100917517,f5e9cf9a7dc479f25a1a541c2e5cb24e
P100917529,985ce53c5b6b3a477bf4a102f6fad88c
P100917535,20f67359141286e44850b097a5a40218
P100917536,9d7ee48df8a7db1459fb4358478d229a
P100917550,176bd2c744a1b8d5f7b7b6be25b0deb6
P100917551,bc9f71f7fd1e2afd3be367da102b55ce
P100917559,0ea2b5a2316f970877dc4c8c1023a58d
P100917592,34ba894c46c88b953113fd508763fe90
P100917595,bd87ecdee0540e6262162efe24b8676a
P100917610,cbd9010171b85757b072b0b71ed0a1a7
P100917634,66de3834d7c66345aac2c95f3a5bcfd0
P100917737,abcb3a3b49162e418375c2a3a9f92e0a
P100917829,446bbea8ef9309a6d5f1d055a1e29ba1
P100917839,a0b4a18c99ccdcfdc98a00d061938dc4
P100917877,c97e59ba648374de621f8b76a8313cc2
P100917886,7cbbbc52d79a793e7a7e517f9e6b3355
P100917888,82b0ee4e656904a0a7f9ac6942647a44
P100917991,09f82eb1bf9ccb92b47da22b794b0381
P100917991,09f82eb1bf9ccb92b47da22b794b0381
P100917992,99217d9360223e2e8ffe898eafb9d5ae
P100918043,b483f2ea9b05fc468492dc44d1e9c1f8
P100918103,48b7f07987fad75d9c89437d3803c093
P100918107,548b49403849bcdb3df67dde2c1a610b
P100918406,98e453bc2581c80148dc5dc5dec528f7
P100918505,c1e4ac90e94f7355ba5f7c19e39fb6d0
P100918551,a4f332cd0629feffeb507c8a0c4d3e8c
P100918557,b4d147821d804140b8aac31f958d6c48
P100918564,68463ef7783cd39b6488bd716a03f499
P100918682,0e336e7701f1d3444afd58219d46131e
P100918710,10b1ed92b6763f0671b3025d8db0a8d0
P100918792,c542ac7adb8f88e322907fd625a88ea1
P100918938,057c0cce364dffcf64e5cf5d8b447c04
P100919257,2cf6b2397683dcae98ff1232cc863d3f
P100919330,5e95c87c01b683ce68b1d1c08801a337
P100919363,5e1b31056568a46d9decd4381ccbb302
P100919546,2dc2dd2f74169da803ea9423f449593e
P100919546,2dc2dd2f74169da803ea9423f449593e
P100919555,c23c4237511fdd9b801e14f9978305d0
